chrom	start	stop
chr2	98666837	98666858
chr13	49308992	49309090
chr13	74770613	74770817
chr13	95765102	95765306
chr13	111867855	111868023
chr13	112063690	112063894
chr14	14042424	14042628
chr14	48446269	48446473
chr14	51884743	51884947
chr14	63177884	63178088
chr14	67008729	67008933
chr15	5116490	5116694
chr15	61670680	61670884
chr15	62824257	62824343
chr15	73169769	73169973
chr15	79546765	79546850
chr15	80590832	80591036
chr15	81523035	81523059
chr16	20717665	20717869
chr16	32107669	32107873
chr16	33056316	33056520
chr16	33606904	33607077
chr16	57231354	57231558
chr16	57495637	57495783
chr16	76283854	76284058
chr16	76354426	76354630
chr16	90144022	90144145
chr17	35204766	35204775
chr17	35205247	35205382
chr17	50185777	50185981
chr18	3005260	3005464
chr18	9957779	9957983
chr18	54900383	54900587
chr18	56707694	56707855
chr18	60774331	60774535
chr18	65312456	65312660
chr18	75387451	75387655
chr18	75419602	75419800
chr18	79303556	79303760
chr19	4294479	4294683
chr19	47330741	47330945
chr1	16656753	16656874
chr1	36369090	36369294
chr1	40382947	40383151
chr1	44147750	44147954
chr1	74588108	74588176
chr1	75317860	75318064
chr1	80765556	80765755
chr1	82316619	82316823
chr1	85751567	85751771
chr1	87755786	87755990
chr1	184034066	184034270
chr1	187348411	187348615
chr2	13132537	13132741
chr2	51972506	51972710
chr2	58130039	58130243
chr2	61578433	61578569
chr2	70091789	70091821
chr2	85047828	85048032
chr2	94010759	94010963
chr2	121473933	121474137
chr2	156862869	156863073
chr2	157447424	157447628
chr2	160756939	160757143
chr3	33800018	33800222
chr3	52791013	52791049
chr3	84813911	84814101
chr3	84814410	84814527
chr3	95231331	95231535
chr3	95658610	95658814
chr3	107846224	107846428
chr4	7455237	7455441
chr4	88034468	88034638
chr4	109000452	109000552
chr4	119539459	119539663
chr4	129008827	129009031
chr4	140699818	140700009
chr4	155705113	155705317
chr5	15498747	15498814
chr5	105053498	105053702
chr5	118244954	118245158
chr5	120685752	120685956
chr5	140215509	140215713
chr5	148866675	148866879
chr6	37870752	37870842
chr6	50417004	50417208
chr6	52714101	52714305
chr6	83165567	83165771
chr6	115853482	115853511
chr6	128796395	128796599
chr6	143868140	143868344
chr6	148831440	148831644
chr6	149366482	149366686
chr6	149374959	149375163
chr7	24884299	24884400
chr7	64042917	64043121
chr7	126655779	126655983
chr7	126794284	126794488
chr7	128237930	128238134
chr7	128461488	128461692
chr7	142354002	142354064
chr8	20550173	20550377
chr8	72343839	72344043
chr8	83748672	83748784
chr9	13826885	13827089
chr9	27030376	27030535
chr9	42097146	42097242
chr9	57130595	57130799
chr9	66281523	66281727
chr9	96719363	96719567
chr9	100545936	100546140
chr9	108079212	108079416
chr9	114421884	114422088
chr10	40447958	40448096
chr10	59952059	59952263
chr10	81137218	81137422
chr10	95677590	95677794
chr10	117710838	117711042
chr10	118406835	118407039
chr11	11564323	11564527
chr11	58928089	58928289
chr11	68199166	68199370
chr11	69073406	69073610
chr11	72795865	72796069
chr11	87448787	87448820
chr11	100804574	100804778
chr11	106167623	106167772
chr11	115412657	115412861
chr11	119491267	119491424
chr12	26068388	26068592
chr12	76086508	76086712
chr12	115193599	115193803
chr13	17695182	17695386
chr13	96487172	96487376
chr13	104303312	104303470
chr14	25377940	25378144
chr14	60265064	60265262
chr14	70153646	70153850
chr14	73349309	73349513
chr15	12285310	12285514
chr15	31602027	31602231
chr15	67410104	67410308
chr15	74709246	74709450
chr15	80083369	80083573
chr15	81045462	81045666
chr15	97455705	97455909
chr15	102350666	102350870
chr16	10665606	10665639
chr16	24629320	24629524
chr16	30678932	30679069
chr16	32877658	32877862
chr16	33747424	33747628
chr16	91073441	91073645
chr16	91646861	91647001
chr17	33955848	33956052
chr17	35241683	35241857
chr17	35870292	35870496
chr17	46752139	46752343
chr17	47521611	47521815
chr17	52064747	52064951
chr17	57276704	57276908
chr17	73822201	73822405
chr18	6136043	6136247
chr18	6484894	6485098
chr18	30272629	30272833
chr18	35562092	35562296
chr18	36735074	36735278
chr18	39519246	39519450
chr18	62977795	62977999
chr19	8518298	8518502
chr19	9065847	9065942
chr19	11053003	11053207
chr19	33101525	33101729
chr19	41354493	41354697
chr19	57082902	57083106
chrX	76598939	76599143
chr1	74391535	74391739
chr1	134560027	134560231
chr1	171060430	171060634
chr1	173535873	173535941
chr1	173598990	173599194
chr1	180912007	180912211
chr1	181842310	181842514
chr2	22721759	22721963
chr2	25279250	25279454
chr2	28641005	28641030
chr2	30626041	30626245
chr2	49177052	49177256
chr2	79005041	79005245
chr2	79138000	79138204
chr2	91053999	91054203
chr2	103632700	103632904
chr2	103761186	103761375
chr2	106003203	106003407
chr2	173026755	173026815
chr2	173436649	173436853
chr3	61409753	61409957
chr3	63964625	63964829
chr3	69316544	69316748
chr3	90080152	90080356
chr3	95523775	95523979
chr3	103397623	103397824
chr3	121171614	121171818
chr3	126834877	126835081
chr3	127553150	127553354
chr3	137865689	137865893
chr4	6682047	6682251
chr4	10770187	10770231
chr4	45408822	45409026
chr4	47272773	47272977
chr4	117120691	117120704
chr4	122934000	122934204
chr4	145254625	145254825
chr5	33378636	33378840
chr5	43728913	43729117
chr5	64651439	64651643
chr5	77140300	77140504
chr5	129501124	129501328
chr5	135369735	135369939
chr5	140321792	140321996
chr5	143909834	143910038
chr6	54867357	54867545
chr6	97321248	97321452
chr6	97806869	97807073
chr6	120206727	120206931
chr6	136491193	136491397
chr6	146501457	146501661
chr7	16405905	16406109
chr7	28810345	28810549
chr7	45121513	45121717
chr7	46389752	46389956
chr7	68264576	68264780
chr7	80209873	80210077
chr7	80936747	80936951
chr7	101378007	101378211
chr7	102338043	102338247
chr7	114275994	114276198
chr7	116093331	116093466
chr7	126369509	126369713
chr7	132852456	132852660
chr8	60983354	60983558
chr8	85624512	85624716
chr8	113635735	113635906
chr8	114879885	114880024
chr8	119830582	119830786
chr8	125574305	125574509
chr8	128358445	128358649
chr9	14926671	14926875
chr9	21321700	21321904
chr9	22475681	22475885
chr9	42032580	42032784
chr9	44515502	44515704
chr9	65010728	65010932
chr9	94691786	94691990
chr9	95954602	95954806
chr9	107872678	107872882
chr10	22223527	22223731
chr10	24869853	24870057
chr10	41450138	41450221
chr10	80929689	80929893
chr11	5098961	5099165
chr11	5215868	5216072
chr11	6200134	6200338
chr11	6560967	6561171
chr11	48933508	48933712
chr11	54464683	54464887
chr11	69062736	69062940
chr11	69901602	69901806
chr11	70764405	70764609
chr11	76845615	76845819
chr11	78600090	78600294
chr11	80383180	80383384
chr11	99230570	99230774
chr11	100939544	100939748
chr11	101008072	101008276
chr11	104630256	104630460
chr11	109439942	109440146
chr11	110993762	110993966
chr11	121229157	121229181
chr12	3871108	3871312
chr12	31351351	31351555
chr12	40223274	40223478
chr12	69361294	69361498
chr12	100187485	100187689
chr12	102673578	102673782
chr13	17975836	17976040
chr13	23446108	23446312
chr13	43177388	43177592
chr13	43240037	43240241
chr13	59668486	59668690
chr13	60848860	60849064
chr13	63815197	63815401
chr14	52123902	52124106
chr14	59440912	59441116
chr14	61971182	61971386
chr14	64440663	64440867
chr14	75284046	75284250
chr14	118929843	118930047
chr15	11533060	11533264
chr15	60187338	60187542
chr15	74920706	74920910
chr15	75616361	75616565
chr15	77698692	77698896
chr15	80538955	80539051
chr16	30587774	30587978
chr16	33687764	33687968
chr16	35742319	35742523
chr16	92867435	92867639
chr17	25184415	25184430
chr17	27342401	27342605
chr17	28691214	28691418
chr17	32947339	32947543
chr17	35841327	35841410
chr17	36020750	36020954
chr17	83158176	83158380
chr17	88440486	88440631
chr18	23844968	23845125
chr18	38419734	38419889
chr18	56572795	56572999
chr18	68969377	68969581
chr18	74880080	74880284
chr19	8819054	8819258
chr19	14588341	14588545
chr19	31082625	31082829
chr19	34186969	34187173
chr19	45796386	45796590
chr19	61266565	61266769
chrX	73228164	73228368
chr1	52653430	52653634
chr1	52800353	52800557
chr1	69537827	69538031
chr1	74397249	74397453
chr1	79752459	79752663
chr1	91193374	91193578
chr1	91250141	91250344
chr1	92473726	92473930
chr1	131110792	131110836
chr1	133690013	133690217
chr1	136345949	136346153
chr1	143918938	143919142
chr1	160290402	160290606
chr1	170885356	170885560
chr1	180812618	180812822
chr1	191259171	191259375
chr2	13224648	13224852
chr2	29787602	29787806
chr2	32725517	32725721
chr2	60774577	60774781
chr2	65182784	65182988
chr2	73312467	73312671
chr2	155826620	155826795
chr2	164544758	164544962
chr3	19894707	19894897
chr3	40846744	40846948
chr3	41408524	41408728
chr3	58525845	58526049
chr3	59260819	59261023
chr3	88771305	88771509
chr3	95016120	95016324
chr3	96263295	96263499
chr3	101021273	101021477
chr3	146781090	146781294
chr4	7912729	7912854
chr4	40702940	40703144
chr4	44065493	44065697
chr4	62593917	62594121
chr4	94603198	94603402
chr4	99829074	99829278
chr4	126110863	126111067
chr4	152197615	152197819
chr4	155178319	155178501
chr5	3461019	3461055
chr5	65492883	65493087
chr5	92435031	92435235
chr5	105443525	105443729
chr5	114378412	114378616
chr5	118082022	118082226
chr5	122391781	122391985
chr5	145140315	145140417
chr5	148977019	148977223
chr5	149051400	149051604
chr6	56923785	56923989
chr6	73248583	73248787
chr6	83506906	83507110
chr6	149309345	149309549
chr7	4082864	4083068
chr7	25278701	25278905
chr7	25680808	25680877
chr7	29953538	29953742
chr7	58475330	58475534
chr7	75788536	75788740
chr7	92741274	92741433
chr7	132735241	132735445
chr7	140941533	140941737
chr8	20297352	20297556
chr8	25068452	25068505
chr8	25102967	25102997
chr8	72219668	72219872
chr8	86623846	86624050
chr9	14262593	14262797
chr9	15045400	15045604
chr9	44582478	44582682
chr9	65541728	65541887
chr9	73045720	73045924
chr9	77834676	77834708
chr9	96889809	96890013
chr9	106891951	106892155
chr9	109059272	109059476
chr10	19321825	19322029
chr10	19962875	19963079
chr10	66953328	66953532
chr10	96664148	96664352
chr10	111972562	111972766
chr10	121886818	121887022
chr10	128547601	128547805
chr11	21166873	21167077
chr11	34681848	34682018
chr11	40692556	40692760
chr11	52231598	52231802
chr11	60728220	60728424
chr11	74838551	74838755
chr11	77792046	77792250
chr11	79129585	79129605
chr11	90224997	90225201
chr11	95858929	95859063
chr11	97799508	97799623
chr11	98682474	98682678
chr11	103175079	103175283
chr11	104667499	104667703
chr11	116406288	116406492
chr11	118260128	118260332
chr12	35755112	35755316
chr12	51887551	51887708
chr12	69159329	69159533
chr12	76886849	76887053
chr12	101897178	101897382
chr12	115165562	115165766
chr13	10065891	10066095
chr13	13954420	13954624
chr13	30766904	30767108
chr13	55190293	55190497
chr13	59823111	59823315
chr13	63261412	63261616
chr13	65240882	65240896
chr13	65241307	65241498
chr13	91807548	91807752
chr13	96542439	96542643
chr13	107903139	107903343
chr13	109902535	109902739
chr13	119836589	119836793
chr14	36953126	36953330
chr14	47395708	47395912
chr14	55672019	55672223
chr14	77874679	77874883
chr14	78536797	78537001
chr14	87141088	87141292
chr15	25891606	25891810
chr15	53100764	53100968
chr15	79883423	79883596
chr16	4964152	4964356
chr16	22857044	22857248
chr16	32099782	32099986
chr16	38452640	38452844
chr16	44778843	44779047
chr16	78557638	78557842
chr17	17179099	17179303
chr17	32402860	32403064
chr17	52149160	52149364
chr17	66111569	66111644
chr17	80169876	80170080
chr17	80323668	80323872
chr18	38407408	38407612
chr18	62125538	62125742
chr18	67774931	67775135
chr18	74268171	74268375
chr19	8774425	8774629
chr19	11589349	11589464
chr19	30043788	30043992
chr19	38224119	38224323
chr1	52022322	52022526
chr1	52113722	52113926
chr1	58586378	58586582
chr1	60098146	60098350
chr1	61135751	61135955
chr1	92907243	92907447
chr1	97580318	97580522
chr1	106171565	106171769
chr1	127205158	127205362
chr1	132038864	132039068
chr1	133610209	133610413
chr1	138559734	138559938
chr1	151025306	151025510
chr1	155027651	155027855
chr1	173441372	173441576
chr1	173441000	173441039
chr1	178187394	178187583
chr1	182363835	182364039
chr2	13575235	13575253
chr2	34406714	34406918
chr2	72144965	72145169
chr2	83644347	83644551
chr2	91876413	91876589
chr2	128367947	128368151
chr2	136891063	136891267
chr2	150909711	150909857
chr2	153336212	153336416
chr2	163253519	163253723
chr2	165954909	165955113
chr2	165982585	165982789
chr3	27458453	27458657
chr3	28264289	28264308
chr3	35721059	35721263
chr3	41566088	41566292
chr3	52677246	52677450
chr3	69127091	69127295
chr3	86142592	86142796
chr3	90265655	90265755
chr3	107918026	107918198
chr3	139042571	139042775
chr3	148510421	148510625
chr4	31963944	31964148
chr4	46508153	46508357
chr4	86575542	86575746
chr4	88046464	88046668
chr4	117019229	117019433
chr4	120924989	120925091
chr4	121215079	121215283
chr4	124714681	124714885
chr4	129761688	129761892
chr4	135353300	135353429
chr4	147868495	147868699
chr4	148038785	148038989
chr5	24266438	24266642
chr5	24423625	24423829
chr5	25529769	25529973
chr5	31179949	31180153
chr5	64819478	64819682
chr5	75044320	75044524
chr5	105062475	105062679
chr5	114681091	114681295
chr5	124111980	124112111
chr5	135115414	135115618
chr5	140617851	140618055
chr5	142794679	142794883
chr5	143235048	143235252
chr5	146231110	146231314
chr5	148769426	148769630
chr6	42264994	42265014
chr6	55037817	55038021
chr6	106799983	106800187
chr6	113045987	113046185
chr6	134067608	134067729
chr7	29180559	29180763
chr7	46795952	46796132
chr7	63999239	63999443
chr7	67372858	67372926
chr7	101905717	101905895
chr7	123108440	123108489
chr8	9977576	9977780
chr8	72239763	72239967
chr8	82774118	82774322
chr8	84042281	84042485
chr8	94434273	94434477
chr8	109693221	109693425
chr8	120489375	120489579
chr8	123373569	123373773
chr8	124242322	124242526
chr9	14784544	14784748
chr9	32798373	32798577
chr9	85748727	85748931
chr9	99568712	99568916
chr9	100643192	100643396
chr9	107306195	107306399
chr9	110132207	110132322
chr9	119322934	119323138
chr9	122233056	122233260
chr10	12888362	12888465
chr10	26364441	26364645
chr10	41595693	41595897
chr10	44458721	44458805
chr10	59578034	59578238
chr10	62543594	62543798
chr10	68673599	68673803
chr10	75517836	75518040
chr10	77520551	77520755
chr10	85829199	85829384
chr10	96466835	96466962
chr10	111165579	111165783
chr10	117792723	117792855
chr10	127642042	127642246
chr10	128696525	128696729
chr11	55469152	55469356
chr11	58846977	58847181
chr11	59628207	59628411
chr11	71019095	71019299
chr11	75348271	75348475
chr11	80075724	80075827
chr11	95688522	95688726
chr11	97660121	97660325
chr11	98863513	98863717
chr11	98864025	98864097
chr11	106216417	106216621
chr11	113173996	113174089
chr11	117952248	117952452
chr11	121559618	121559822
chr12	15981867	15982071
chr12	69475392	69475596
chr12	70477380	70477584
chr12	71933064	71933267
chr12	107146787	107146991
chr12	110591652	110591814
chr12	115802548	115802752
chr12	116047723	116047927
chr13	8870963	8871167
chr13	21362676	21362880
chr13	34874287	34874491
chr13	52793640	52793844
chr13	67173132	67173336
chr13	67451438	67451642
chr14	20082974	20083178
chr14	30479481	30479685
chr14	52104313	52104517
chr14	72822379	72822485
chr14	122052958	122053162
chr14	122073496	122073700
chr15	5414569	5414773
chr15	58685099	58685303
chr15	60097231	60097435
chr15	64023867	64024071
chr15	66507867	66508071
chr15	78581981	78582031
chr15	78581472	78581676
chr15	85390001	85390205
chr15	89128449	89128653
chr15	96583536	96583657
chr15	96598959	96599163
chr15	98831423	98831627
chr16	3908518	3908722
chr16	10639228	10639432
chr16	38653491	38653695
chr16	38713090	38713203
chr16	48594598	48594802
chr16	51807526	51807730
chr17	26939585	26939789
chr17	34102885	34103089
chr17	36231198	36231319
chr17	36951649	36951853
chr18	4303095	4303299
chr18	60526089	60526267
chr18	68951886	68952090
chr18	77938260	77938464
chr18	84951485	84951689
chr19	40119758	40119850
chr19	45047673	45047823
chr19	45783448	45783652
chrX	98259675	98259879
chrX	166661392	166661596
chr1_GL456213_random	38934	39138
chr1	7088926	7089130
chr1	36511691	36511895
chr1	37496170	37496252
chr1	44042318	44042522
chr1	64121746	64121950
chr1	75248477	75248681
chr1	87866771	87866975
chr1	92934275	92934479
chr1	94091962	94092166
chr1	131010773	131010880
chr1	135659599	135659803
chr1	138248106	138248310
chr1	173673424	173673628
chr1	177441758	177441867
chr1	185362878	185363082
chr1	195241502	195241706
chr2	6213274	6213478
chr2	9520162	9520366
chr2	11338958	11339162
chr2	24975967	24976171
chr2	31082847	31083051
chr2	48949328	48949532
chr2	49846170	49846374
chr2	60809697	60809849
chr2	84425210	84425414
chr2	84826859	84827063
chr2	92459787	92459991
chr2	117249843	117249977
chr2	127008558	127008762
chr2	129129495	129129699
chr2	132263263	132263349
chr2	153278416	153278620
chr2	158361433	158361637
chr2	168575195	168575282
chr3	30965741	30965859
chr3	68677053	68677257
chr3	96032425	96032480
chr3	107233409	107233613
chr3	122924032	122924236
chr3	142880868	142881072
chr3	144720417	144720621
chr3	145576042	145576246
chr3	152713982	152714186
chr4	43960377	43960536
chr4	86611950	86612154
chr4	103114495	103114688
chr4	106841953	106842157
chr4	130107410	130107614
chr4	135079885	135080089
chr4	137367972	137368033
chr4	138326210	138326414
chr4	140961231	140961435
chr4	150798683	150798887
chr4	151933542	151933746
chr5	28402825	28403014
chr5	31596832	31597036
chr5	36089415	36089619
chr5	43948473	43948677
chr5	74404179	74404383
chr5	105145762	105145966
chr5	120648701	120648905
chr5	120775755	120775876
chr5	121397744	121397824
chr5	137307316	137307520
chr5	137502164	137502368
chr5	148495241	148495445
chr5	149526497	149526701
chr5	150611815	150612019
chr6	34878035	34878239
chr6	38360154	38360358
chr6	38551179	38551383
chr6	67266803	67266881
chr6	82652983	82653187
chr6	91116879	91117083
chr6	113326691	113326895
chr6	122308848	122309002
chr6	125039683	125039887
chr6	136854486	136854583
chr6	140817023	140817227
chr7	19562403	19562607
chr7	27541402	27541606
chr7	27689381	27689573
chr7	28865978	28866064
chr7	28982674	28982703
chr7	45717870	45718074
chr7	45922968	45923172
chr7	75362668	75362872
chr7	98656643	98656710
chr7	105736420	105736624
chr7	118244077	118244281
chr7	127083697	127083809
chr7	141072426	141072630
chr8	45333036	45333240
chr8	61283188	61283392
chr8	68793722	68793926
chr8	72475149	72475353
chr8	83608154	83608225
chr8	94372992	94373196
chr8	109778440	109778644
chr8	119784261	119784465
chr9	7830065	7830118
chr9	35495566	35495770
chr9	37656896	37657100
chr9	71485874	71486078
chr9	85120061	85120265
chr9	89220855	89221059
chr9	119743986	119744190
chr9	123529402	123529606
chr10	5824072	5824276
chr10	17988238	17988442
chr10	19333492	19333696
chr10	28567551	28567755
chr10	61233233	61233437
chr10	75326653	75326857
chr10	78075181	78075385
chr10	79681806	79682010
chr10	88584522	88584726
chr10	99194763	99194967
chr10	105841234	105841438
chr10	122652042	122652246
chr10	127107599	127107803
chr11	4423919	4424123
chr11	19992987	19993191
chr11	83223939	83224005
chr11	83224249	83224453
chr11	83298927	83299131
chr11	97188099	97188151
chr12	33131736	33131940
chr12	70974441	70974645
chr12	73123623	73123827
chr12	79751808	79752012
chr12	83597239	83597443
chr12	84451034	84451238
chr12	84970743	84970947
chr12	111691293	111691497
chr13	19182373	19182577
chr13	24682454	24682658
chr13	41932298	41932502
chr13	45924665	45924869
chr13	49420985	49421189
chr13	54694155	54694359
chr13	63431464	63431668
chr13	67484156	67484360
chr13	95742114	95742318
chr13	112927335	112927539
chr14	31336593	31336797
chr14	45388692	45388896
chr14	54463350	54463554
chr14	66257749	66257953
chr14	73087775	73087979
chr15	3270812	3271016
chr15	27641236	27641440
chr15	36715752	36715956
chr15	41832476	41832680
chr15	53267083	53267287
chr15	59618463	59618667
chr15	78475630	78475831
chr15	81514261	81514465
chr15	83076042	83076246
chr16	44746047	44746116
chr16	45007089	45007293
chr16	55636871	55636967
chr16	76249852	76250056
chr16	93832155	93832359
chr17	15499743	15499947
chr17	17121198	17121402
chr17	53587402	53587425
chr17	56036695	56036899
chr17	56584527	56584731
chr17	72836273	72836477
chr17	73034970	73035174
chr17	73087235	73087439
chr17	83277379	83277583
chr17	83514221	83514425
chr17	86444898	86445102
chr18	10181265	10181469
chr18	32837125	32837329
chr18	34220756	34220923
chr18	35498946	35499150
chr18	61211514	61211718
chr18	67205238	67205442
chr18	84086712	84086916
chr19	6077168	6077372
chr19	6084873	6085077
chr19	6951705	6951791
chr19	10204122	10204326
chr19	29361903	29362107
chr19	30030371	30030575
chr19	34168035	34168239
chr19	36242466	36242670
chr19	56530631	56530835
chrX	23692962	23693166
chrX	73967433	73967489
chrX	167139186	167139390
chrY	259110	259314
chr4_GL456216_random	16776	16905
chrUn_GL456389	2515	2719
chr1	20820173	20820377
chr1	21960544	21960712
chr1	35653380	35653584
chr1	52119197	52119401
chr1	133131191	133131395
chr1	161131373	161131577
chr1	166002917	166003121
chr1	179546250	179546454
chr2	25706714	25706918
chr2	30205824	30206028
chr2	71863566	71863770
chr2	113848927	113849086
chr2	122681287	122681476
chr2	122681862	122681903
chr2	125858979	125859183
chr2	130179215	130179252
chr2	155553184	155553388
chr2	158794564	158794676
chr2	163017352	163017556
chr2	173469787	173469991
chr2	180276883	180277087
chr3	9887366	9887570
chr3	30995290	30995447
chr3	51654764	51654968
chr3	52000100	52000304
chr3	54399866	54400070
chr3	58552520	58552613
chr3	84666165	84666369
chr3	88949939	88950143
chr3	89772713	89772917
chr3	89821181	89821223
chr3	98013327	98013531
chr3	101029469	101029673
chr3	108911387	108911591
chr3	121291763	121291859
chr3	121370409	121370445
chr3	127837580	127837784
chr3	133091804	133092008
chr3	135594408	135594612
chr3	137969277	137969481
chr4	11322073	11322277
chr4	44012443	44012647
chr4	44756515	44756719
chr4	106787864	106788068
chr4	107178394	107178598
chr4	117190017	117190221
chr4	118437230	118437434
chr4	123577522	123577726
chr4	132922717	132922921
chr5	21673281	21673485
chr5	105614815	105615019
chr5	110108112	110108316
chr5	118478174	118478378
chr5	122219642	122219846
chr5	125444706	125444910
chr5	134184811	134185015
chr5	135962450	135962654
chr5	149636159	149636363
chr6	6578524	6578728
chr6	11907517	11907721
chr6	49973665	49973869
chr6	54715822	54716026
chr6	72439132	72439304
chr6	83121440	83121644
chr6	86593275	86593479
chr6	97294460	97294664
chr6	113377694	113377898
chr6	120124735	120124939
chr6	122742599	122742803
chr6	145115428	145115622
chr7	4653883	4654087
chr7	45136170	45136369
chr7	64392218	64392422
chr7	83648871	83649075
chr7	90457152	90457356
chr7	97696534	97696738
chr7	99086951	99087155
chr7	118532962	118533128
chr7	119720615	119720819
chr7	127895649	127895853
chr7	144447164	144447368
chr8	11008930	11009045
chr8	34740358	34740562
chr8	46919988	46920192
chr8	47533408	47533584
chr8	61359077	61359174
chr8	84846855	84847059
chr8	90828841	90828971
chr8	95434864	95435068
chr8	105170400	105170604
chr8	106011411	106011615
chr8	114973141	114973345
chr8	126757959	126758163
chr9	15279872	15280076
chr9	20651762	20651966
chr9	20765397	20765601
chr9	25151851	25152055
chr9	57910880	57911084
chr9	65580714	65580905
chr9	70657263	70657467
chr9	72530379	72530583
chr9	94607420	94607624
chr9	107280914	107281118
chr9	115561331	115561511
chr9	123020954	123021158
chr10	95323470	95323674
chr10	96274183	96274276
chr10	99171973	99172177
chr10	118599676	118599880
chr10	118766079	118766283
chr11	3409102	3409306
chr11	21571781	21571985
chr11	68901430	68901566
chr11	69662559	69662763
chr11	70240001	70240205
chr11	70647423	70647627
chr11	75538847	75539051
chr11	80067626	80067830
chr11	87404310	87404406
chr11	87737467	87737671
chr11	88968018	88968107
chr11	90264260	90264464
chr11	98959584	98959788
chr11	99136488	99136692
chr11	100320342	100320546
chr11	117092862	117093066
chr11	117832546	117832626
chr12	3235243	3235447
chr12	15998431	15998635
chr12	75726796	75726848
chr12	82245409	82245613
chr12	102368115	102368319
chr13	6633492	6633696
chr13	41001176	41001380
chr13	49653137	49653236
chr13	81657542	81657746
chr13	91541051	91541255
chr13	108316174	108316378
chr14	32201849	32201941
chr14	50924847	50925051
chr14	52956581	52956785
chr14	75069391	75069587
chr14	79426454	79426658
chr14	122983323	122983500
chr15	9564222	9564426
chr15	38601480	38601684
chr15	57892459	57892663
chr15	64312980	64313184
chr15	77789188	77789392
chr15	78174381	78174585
chr15	80264230	80264434
chr15	80697604	80697808
chr15	80948313	80948382
chr16	11177525	11177729
chr16	20535185	20535389
chr16	24187232	24187436
chr16	30389270	30389473
chr16	32088050	32088091
chr16	32087559	32087763
chr16	44172811	44172953
chr16	70314154	70314346
chr16	76549678	76549882
chr16	90934689	90934710
chr17	25257822	25258026
chr17	25919946	25920150
chr17	26572430	26572634
chr17	29095482	29095559
chr17	29979967	29980032
chr17	35135025	35135229
chr17	53631400	53631604
chr17	56325449	56325653
chr17	57032077	57032271
chr17	64579826	64580030
chr18	24121784	24121987
chr18	32598315	32598484
chr18	36559880	36560084
chr18	39656423	39656576
chr18	49832474	49832678
chr18	61555173	61555377
chr18	82472259	82472311
chr18	84589460	84589664
chr19	4510262	4510270
chr19	5815916	5816120
chr19	29431055	29431259
chr19	44267030	44267234
chr19	46613232	46613436
chr19	57430019	57430223
chrX	107236490	107236694
chr1	36281938	36282142
chr1	36797599	36797803
chr1	39281137	39281341
chr1	58651930	58652134
chr1	69752819	69753023
chr1	80409740	80409944
chr1	82819558	82819762
chr1	83077073	83077277
chr1	128705132	128705336
chr1	136685493	136685697
chr1	161968687	161968891
chr1	164503497	164503701
chr1	170861688	170861892
chr1	171782647	171782851
chr1	193130188	193130392
chr2	3658224	3658226
chr2	10048662	10048866
chr2	11118693	11118897
chr2	26503025	26503205
chr2	28525316	28525520
chr2	43992561	43992765
chr2	44873760	44873964
chr2	61593085	61593252
chr2	65181086	65181290
chr2	73867839	73867895
chr2	73911304	73911508
chr2	92375158	92375362
chr2	101979032	101979236
chr2	119288732	119288936
chr2	135863103	135863150
chr2	154603645	154603744
chr2	155518047	155518229
chr2	158734153	158734357
chr2	166656717	166656880
chr2	172977393	172977597
chr2	181837799	181838003
chr3	16183289	16183306
chr3	34081251	34081455
chr3	37639777	37639981
chr3	38497172	38497376
chr3	79237749	79237953
chr3	89190497	89190701
chr3	93506180	93506268
chr3	95141688	95141795
chr3	102715300	102715504
chr3	103914491	103914633
chr3	129831127	129831207
chr3	130709346	130709505
chr3	130937002	130937206
chr3	152928721	152928925
chr4	34778300	34778504
chr4	35225697	35225863
chr4	48473341	48473545
chr4	59581453	59581657
chr4	117182543	117182747
chr4	121196317	121196521
chr4	129189720	129189924
chr4	135120376	135120580
chr4	138304662	138304866
chr4	139352262	139352466
chr4	147030722	147030926
chr5	9100513	9100717
chr5	22550221	22550425
chr5	28269773	28269977
chr5	33629419	33629623
chr5	53589248	53589452
chr5	62909219	62909340
chr5	73265467	73265641
chr5	86804143	86804347
chr5	92505507	92505602
chr5	92504986	92505132
chr5	136149270	136149474
chr6	31490127	31490320
chr6	91679121	91679325
chr6	108435504	108435708
chr6	117890310	117890514
chr6	124965345	124965549
chr6	125215469	125215673
chr6	134640728	134640932
chr6	136470982	136471186
chr6	136532002	136532206
chr6	140614892	140615096
chr7	3629829	3630033
chr7	30169698	30169902
chr7	30231786	30231990
chr7	43562271	43562475
chr7	80864922	80864985
chr7	92875084	92875288
chr7	99833848	99834052
chr7	101108273	101108477
chr7	101933830	101934034
chr7	104353367	104353544
chr7	116443504	116443522
chr7	118119943	118120046
chr7	126792441	126792645
chr7	131362648	131362852
chr7	143548470	143548646
chr8	71570615	71570819
chr8	71922633	71922837
chr8	83652440	83652644
chr8	84237142	84237346
chr8	115726905	115727109
chr8	121829467	121829671
chr9	56264391	56264595
chr9	70310073	70310277
chr9	78481443	78481647
chr9	96438139	96438343
chr9	98986077	98986281
chr9	106429371	106429575
chr9	110476776	110476980
chr9	124039058	124039262
chr10	12805875	12806079
chr10	18022960	18023025
chr10	33951160	33951364
chr10	40386166	40386245
chr10	40882841	40883045
chr10	60381204	60381408
chr10	62602240	62602422
chr10	63243989	63244118
chr10	78574405	78574482
chr10	80622412	80622586
